id_tmdb,title,tmdb_title,release_date,release_year,release_month,release_quarter,release_period,is_summer_release,is_holiday_release,director_name,top_billed_cast,production_company_names,main_production_company,production_company_count,cast_member_count,tmdb_fetch_status,tmdb_http_status,tmdb_error
115348,Paranoia,Paranoia,2013-08-14,2013,8,Q3,inverno,1,0,Robert Luketic,Liam Hemsworth|Harrison Ford|Gary Oldman,Relativity Media|Kintop Pictures|Reliance Entertainment|IM Global|Demarest Films|EMJAG Productions|Film 360,Relativity Media,7,38,ok,200,
115782,Jobs,Jobs,2013-08-15,2013,8,Q3,inverno,1,0,Joshua Michael Stern,Ashton Kutcher|Josh Gad|Lukas Haas,Open Road Films|Dillywood|Five Star Institute|Silver Reel,Open Road Films,4,48,ok,200,
116149,Paddington,Paddington,2014-11-24,2014,11,Q4,primavera,0,1,Paul King,Ben Whishaw|Hugh Bonneville|Sally Hawkins,StudioCanal|Anton Capital Entertainment|Heyday Films|TF1 Films Production,StudioCanal,4,64,ok,200,
116613,The Sweeney,The Sweeney,2012-09-11,2012,9,Q3,primavera,0,0,Nick Love,Ray Winstone|Plan B|Hayley Atwell,Vertigo Films|Embargo Films|Exponential Films,Vertigo Films,3,31,ok,200,
116711,Epic,Epic,2013-05-15,2013,5,Q2,outono,1,0,Chris Wedge,Colin Farrell|Amanda Seyfried|Christoph Waltz,Blue Sky Studios|20th Century Fox Animation,Blue Sky Studios,2,64,ok,200,
116741,The Internship,The Internship,2013-06-07,2013,6,Q2,inverno,1,0,Shawn Levy,Vince Vaughn|Owen Wilson|Rose Byrne,TSG Entertainment|Regency Enterprises|Wild West Picture Show Productions|21 Laps Entertainment|20th Century Fox,TSG Entertainment,5,113,ok,200,
116745,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013-12-18,2013,12,Q4,verao,0,1,Ben Stiller,Ben Stiller|Kristen Wiig|Sean Penn,Samuel Goldwyn Films|Red Hour|New Line Cinema|Big Screen Productions|Down Productions|Ingenious Media|20th Century Fox|TSG Entertainment,Samuel Goldwyn Films,8,106,ok,200,
117251,White House Down,White House Down,2013-06-27,2013,6,Q2,inverno,1,0,Roland Emmerich,Channing Tatum|Jamie Foxx|Maggie Gyllenhaal,Columbia Pictures|Mythology Entertainment|Centropolis Entertainment|Iron Horse Entertainment|Street Entertainment,Columbia Pictures,5,68,ok,200,
117263,Olympus Has Fallen,Olympus Has Fallen,2013-03-20,2013,3,Q1,outono,0,0,Antoine Fuqua,Gerard Butler|Aaron Eckhart|Finley Jacobsen,Millennium Media|G-BASE|Nu Image,Millennium Media,3,62,ok,200,
117319,விஸ்வரூபம்,Vishwaroopam,2013-01-25,2013,1,Q1,verao,0,0,Kamal Haasan,Kamal Haasan|Rahul Bose|Andrea Jeremiah,Aascar Films|PVP Cinema|Raajkamal Films International,Aascar Films,3,20,ok,200,
117691,गैंग्स ऑफ़ वास्सेपुर पार्ट - १,Gangs of Wasseypur - Part 1,2012-06-22,2012,6,Q2,inverno,1,0,Anurag Kashyap,Manoj Bajpayee|Richa Chadha|Tigmanshu Dhulia,Anurag Kashyap Films|Jar Pictures|Tipping Point Films|Viacom18 Studios,Anurag Kashyap Films,4,17,ok,200,
118289,Diana,Diana,2013-09-19,2013,9,Q3,primavera,0,0,Oliver Hirschbiegel,Naomi Watts|Naveen Andrews|Charles Edwards,Ecosse Films|Le Pacte|SCOPE Pictures|Filmgate Films|Film i Väst|MP Film Production,Ecosse Films,6,46,ok,200,
118340,Guardians of the Galaxy,Guardians of the Galaxy,2014-07-30,2014,7,Q3,inverno,1,0,James Gunn,Chris Pratt|Zoe Saldaña|Dave Bautista,Marvel Studios,Marvel Studios,1,74,ok,200,
118957,Bait,Bait,2012-09-05,2012,9,Q3,primavera,0,0,Kimble Rendall,Xavier Samuel|Richard Brancatisano|Sharni Vinson,Screen Queensland|Pictures in Paradise|Media Development Authority (MDA)|Bait Productions|Blackmagic Design Films|Story Bridge Films|Screen Australia,Screen Queensland,7,18,ok,200,
119283,Parker,Parker,2013-01-23,2013,1,Q1,verao,0,0,Taylor Hackford,Jason Statham|Jennifer Lopez|Michael Chiklis,Incentive Filmed Entertainment|Sierra/Affinity|Alexander/Mitchell Productions|Current Entertainment|Sidney Kimmel Entertainment|Anvil Films|FilmDistrict,Incentive Filmed Entertainment,7,53,ok,200,
119450,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014-07-08,2014,7,Q3,inverno,1,0,Matt Reeves,Andy Serkis|Jason Clarke|Toby Kebbell,TSG Entertainment|Chernin Entertainment|Ingenious Media|20th Century Fox,TSG Entertainment,4,52,ok,200,
119675,Behind the Candelabra,Behind the Candelabra,2013-05-26,2013,5,Q2,outono,1,0,Steven Soderbergh,Michael Douglas|Matt Damon|Dan Aykroyd,Jerry Weintraub Productions|HBO Films,Jerry Weintraub Productions,2,98,ok,200,
119738,Thunderstruck,Thunderstruck,2012-08-24,2012,8,Q3,inverno,1,0,John Whitesell,Kevin Durant|Taylor Gray|Jim Belushi,Stunts Unlimited|Warner Premiere,Stunts Unlimited,2,21,ok,200,
119892,西遊記之大鬧天宮,The Monkey King,2014-01-09,2014,1,Q1,verao,0,0,Soi Cheang,Donnie Yen|Aaron Kwok Fu-Shing|Joe Chen,Filmko Pictures|Mandarin Films|Beijing Wen Hua Dong Run Investment|China Film Group Corporation,Filmko Pictures,4,20,ok,200,
120467,The Grand Budapest Hotel,The Grand Budapest Hotel,2014-02-26,2014,2,Q1,verao,0,0,Wes Anderson,Ralph Fiennes|F. Murray Abraham|Mathieu Amalric,Fox Searchlight Pictures|Studio Babelsberg|Indian Paintbrush|TSG Entertainment|American Empirical Pictures,Fox Searchlight Pictures,5,98,ok,200,
121642,Venuto al mondo,Twice Born,2012-09-13,2012,9,Q3,primavera,0,0,Sergio Castellitto,Penélope Cruz|Emile Hirsch|Adnan Hasković,Alien Produzioni|Medusa Film|Picomedia|Mod Producciones|Telecinco Cinema,Alien Produzioni,5,24,ok,200,
121734,Las aventuras de Tadeo Jones,"Tad, the Lost Explorer",2012-08-10,2012,8,Q3,inverno,1,0,Enrique Gato,Óscar Barberán|Michelle Jenner|José Mota,StudioCanal|Lightbox Entertainment|Ikiru Films|Telefónica Studios|El Toro Pictures|Canal+|ICEC|Telecinco Cinema,StudioCanal,8,13,ok,200,
121826,Quartet,Quartet,2012-12-26,2012,12,Q4,verao,0,1,Dustin Hoffman,Maggie Smith|Tom Courtenay|Billy Connolly,BBC Film|Headline Pictures,BBC Film,2,15,ok,200,
121856,Assassin's Creed,Assassin's Creed,2016-12-21,2016,12,Q4,verao,0,1,Justin Kurzel,Michael Fassbender|Marion Cotillard|Jeremy Irons,New Regency Pictures|The Kennedy/Marshall Company|Ubisoft Film & Television|DMC Film,New Regency Pictures,4,74,ok,200,
122081,Spring Breakers,Spring Breakers,2013-03-06,2013,3,Q1,outono,0,0,Harmony Korine,James Franco|Selena Gomez|Vanessa Hudgens,Iconoclast|Rabbit Bandini Productions|Division Films|Muse Productions|O' Salvation|MJZ|Pop Films|Radar Pictures,Iconoclast,8,35,ok,200,
122857,Universal Soldier: Day of Reckoning,Universal Soldier: Day of Reckoning,2012-10-04,2012,10,Q4,primavera,0,0,John Hyams,Jean-Claude Van Damme|Scott Adkins|Dolph Lundgren,Signature Pictures|Foresight Unlimited|Baumgarten Management and Productions (BMP)|Magnolia Pictures|Sony Pictures,Signature Pictures,5,23,ok,200,
122906,About Time,About Time,2013-09-04,2013,9,Q3,primavera,0,0,Richard Curtis,Domhnall Gleeson|Rachel McAdams|Bill Nighy,Universal Pictures|Relativity Media|Working Title Films,Universal Pictures,3,57,ok,200,
122917,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014-12-10,2014,12,Q4,verao,0,1,Peter Jackson,Ian McKellen|Martin Freeman|Richard Armitage,New Line Cinema|Metro-Goldwyn-Mayer|WingNut Films,New Line Cinema,3,63,ok,200,
123103,Aftershock,Aftershock,2012-09-12,2012,9,Q3,primavera,0,0,Nicolás López,Eli Roth|Andrea Osvárt|Ariel Levy,Cross Creek Pictures|Vertebra Films|Sobras Producciones,Cross Creek Pictures,3,24,ok,200,
123105,The Bay,The Bay,2012-09-13,2012,9,Q3,primavera,0,0,Barry Levinson,Kristen Connolly|Will Rogers|Michael Beasley,Baltimore Pictures|Hydraulx|Automatik Entertainment|Haunted Movies|Roadside Attractions|Lionsgate|Alliance Films|IM Global,Baltimore Pictures,8,40,ok,200,
123109,No One Lives,No One Lives,2013-03-09,2013,3,Q1,outono,0,0,Ryuhei Kitamura,Luke Evans|Adelaide Clemens|Laura Ramsey,Pathe|WWE Studios|Milk & Media|Constance Media,Pathe,4,15,ok,200,
123377,피에타,Pieta,2012-09-06,2012,9,Q3,primavera,0,0,Kim Ki-duk,Cho Min-soo|Lee Jung-jin|Woo Ki-hong,Next Entertainment World|Kim Ki Duk Film|Finecut,Next Entertainment World,3,9,ok,200,
123553,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013-08-21,2013,8,Q3,inverno,1,0,Harald Zwart,Lily Collins|Jamie Campbell Bower|Robert Sheehan,Screen Gems|Unique Features|Mister Smith Entertainment|Don Carmody Productions|Constantin Film,Screen Gems,5,29,ok,200,
124459,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013-03-14,2013,3,Q1,outono,0,0,Don Scardino,Steve Carell|Steve Buscemi|Olivia Wilde,New Line Cinema|Carousel|BenderSpink,New Line Cinema,3,50,ok,200,
124905,Godzilla,Godzilla,2014-05-14,2014,5,Q2,outono,1,0,Gareth Edwards,Aaron Taylor-Johnson|Elizabeth Olsen|Juliette Binoche,Legendary Pictures,Legendary Pictures,1,95,ok,200,
126319,Ernest et Célestine,Ernest & Celestine,2012-12-12,2012,12,Q4,verao,0,1,Vincent Patar,Anne-Marie Loop|Lambert Wilson|Pauline Brunner,Les Armateurs|Maybe Movies|StudioCanal|La Parti Production|France 3 Cinéma|Melusine Productions|RTBF,Les Armateurs,7,37,ok,200,
126400,गैंग्स ऑफ़ वास्सेपुर पार्ट - २,Gangs of Wasseypur - Part 2,2012-08-08,2012,8,Q3,inverno,1,0,Anurag Kashyap,Nawazuddin Siddiqui|Huma Qureshi|Richa Chadha,Viacom18 Studios|Anurag Kashyap Films|Jar Pictures|Tipping Point Films,Viacom18 Studios,4,21,ok,200,
126889,Alien: Covenant,Alien: Covenant,2017-05-09,2017,5,Q2,outono,1,0,Ridley Scott,Michael Fassbender|Katherine Waterston|Billy Crudup,20th Century Fox|Brandywine Productions|Scott Free Productions,20th Century Fox,3,21,ok,200,
127373,What Maisie Knew,What Maisie Knew,2013-05-02,2013,5,Q2,outono,1,0,Scott McGehee,Julianne Moore|Steve Coogan|Alexander Skarsgård,Red Crown Productions|Weinstock Productions|10th Hole Productions|KODA Entertainment|120dB Films|Dreambridge Films|Image Entertainment,Red Crown Productions,7,39,ok,200,
127380,Finding Dory,Finding Dory,2016-06-16,2016,6,Q2,inverno,1,0,Andrew Stanton,Albert Brooks|Ellen DeGeneres|Ed O'Neill,Pixar,Pixar,1,66,ok,200,
127493,Stolen,Stolen,2012-09-06,2012,9,Q3,primavera,0,0,Simon West,Nicolas Cage|Sami Gayle|Josh Lucas,Saturn Films|Nu Image,Saturn Films,2,32,ok,200,
127501,बर्फी!,Barfi!,2012-09-13,2012,9,Q3,primavera,0,0,Anurag Basu,Ranbir Kapoor|Priyanka Chopra Jonas|Ileana D'Cruz,Ishana Movies|UTV Motion Pictures,Ishana Movies,2,26,ok,200,
127517,Disconnect,Disconnect,2013-04-12,2013,4,Q2,outono,0,0,Henry Alex Rubin,Jason Bateman|Hope Davis|Frank Grillo,Lionsgate|Exclusive Media|Wonderful Films PLC|LD Entertainment,Lionsgate,4,26,ok,200,
127560,The Railway Man,The Railway Man,2013-12-02,2013,12,Q4,verao,0,1,Jonathan Teplitzky,Colin Firth|Nicole Kidman|Stellan Skarsgård,Archer Street Productions|Pictures in Paradise|Latitude Media|Thai Occidental Productions|Silver Reel|Lionsgate|Screen Australia|Screen Queensland|Transmission Films|Davis Films,Archer Street Productions,10,36,ok,200,
127585,X-Men: Days of Future Past,X-Men: Days of Future Past,2014-05-15,2014,5,Q2,outono,1,0,Bryan Singer,Hugh Jackman|James McAvoy|Michael Fassbender,Bad Hat Harry Productions|The Donners' Company|20th Century Fox|Marvel Entertainment|TSG Entertainment|Genre Films,Bad Hat Harry Productions,6,83,ok,200,
129139,The To Do List,The To Do List,2013-07-24,2013,7,Q3,inverno,1,0,Maggie Carey,Aubrey Plaza|Johnny Simmons|Bill Hader,3 Arts Entertainment|The Mark Gordon Company|Varsity Pictures,3 Arts Entertainment,3,31,ok,200,
129670,Nebraska,Nebraska,2013-09-21,2013,9,Q3,primavera,0,0,Alexander Payne,Bruce Dern|Will Forte|June Squibb,Echo Lake Entertainment|Bona Fide Productions,Echo Lake Entertainment,2,41,ok,200,
130150,Labor Day,Labor Day,2013-12-27,2013,12,Q4,verao,0,1,Jason Reitman,Kate Winslet|Josh Brolin|Gattlin Griffith,Mr. Mudd|Indian Paintbrush|Paramount Pictures|Right of Way Films,Mr. Mudd,4,41,ok,200,
130739,Oh Boy,A Coffee in Berlin,2012-11-01,2012,11,Q4,primavera,0,1,Jan Ole Gerster,Tom Schilling|Marc Hosemann|Friederike Kempter,Schiwago Film|Chromosom Filmproduktion|HR|ARTE,Schiwago Film,4,35,ok,200,
131631,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,2014-11-19,2014,11,Q4,primavera,0,1,Francis Lawrence,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth,Lionsgate|Color Force,Lionsgate,2,50,ok,200,
131634,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015-11-18,2015,11,Q4,primavera,0,1,Francis Lawrence,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth,Lionsgate|Color Force|Studio Babelsberg,Lionsgate,3,55,ok,200,
132232,Mama,Mama,2013-01-17,2013,1,Q1,verao,0,0,Andy Muschietti,Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier,Toma 78|Demilo Films,Toma 78,2,17,ok,200,
132316,जब तक है जान,Jab Tak Hai Jaan,2012-11-13,2012,11,Q4,primavera,0,1,Yash Chopra,Shah Rukh Khan|Katrina Kaif|Anushka Sharma,Yash Raj Films,Yash Raj Films,1,16,ok,200,
132344,Before Midnight,Before Midnight,2013-04-05,2013,4,Q2,outono,0,0,Richard Linklater,Ethan Hawke|Julie Delpy|Seamus Davey-Fitzpatrick,Castle Rock Entertainment|Detour Filmproduction|Faliro House Productions|Venture Forth|IM Global,Castle Rock Entertainment,5,18,ok,200,
132363,The Butler,The Butler,2013-08-16,2013,8,Q3,inverno,1,0,Lee Daniels,Forest Whitaker|Oprah Winfrey|David Oyelowo,Follow Through Productions|Salamander Pictures|Laura Ziskin Productions|Lee Daniels Entertainment|Pam Williams Productions|Windy Hill Pictures,Follow Through Productions,6,54,ok,200,
133694,Promised Land,Promised Land,2012-09-23,2012,9,Q3,primavera,0,0,Gus Van Sant,Matt Damon|Frances McDormand|John Krasinski,Image Nation Abu Dhabi|Focus Features|Media Farm|Sunday Night Productions|Pearl Street Films|Participant,Image Nation Abu Dhabi,6,27,ok,200,
133805,Carrie,Carrie,2013-10-16,2013,10,Q4,primavera,0,0,Kimberly Peirce,Chloë Grace Moretz|Julianne Moore|Gabriella Wilde,Misher Films|Screen Gems|Metro-Goldwyn-Mayer,Misher Films,3,34,ok,200,
134374,Pain & Gain,Pain & Gain,2013-04-18,2013,4,Q2,outono,0,0,Michael Bay,Mark Wahlberg|Dwayne Johnson|Anthony Mackie,Paramount Pictures|De Line Pictures|Bay Films,Paramount Pictures,3,36,ok,200,
134411,Snitch,Snitch,2013-02-21,2013,2,Q1,verao,0,0,Ric Roman Waugh,Dwayne Johnson|Barry Pepper|Susan Sarandon,Exclusive Media|Participant|Image Nation Abu Dhabi|Front Street Productions|Spitfire Pictures|Summit Entertainment,Exclusive Media,6,15,ok,200,
135397,Jurassic World,Jurassic World,2015-06-06,2015,6,Q2,inverno,1,0,Colin Trevorrow,Chris Pratt|Bryce Dallas Howard|Irrfan Khan,Amblin Entertainment|Universal Pictures|Legendary Pictures,Amblin Entertainment,3,53,ok,200,
136400,2 Guns,2 Guns,2013-08-02,2013,8,Q3,inverno,1,0,Baltasar Kormákur,Denzel Washington|Mark Wahlberg|Paula Patton,Universal Pictures|Marc Platt Productions|EFO Films|Envision Entertainment|Foresight Unlimited|Oasis Entertainment|Herrick Entertainment|BOOM! Studios|Empyre Media Capital,Universal Pictures,9,46,ok,200,
136418,Hummingbird,Hummingbird,2013-05-07,2013,5,Q2,outono,1,0,Steven Knight,Jason Statham|Agata Buzek|Vicky McClure,Lionsgate|Shoebox Films|IM Global,Lionsgate,3,44,ok,200,
136795,The Heat,The Heat,2013-06-27,2013,6,Q2,inverno,1,0,Paul Feig,Sandra Bullock|Melissa McCarthy|Demián Bichir,Chernin Entertainment|TSG Entertainment|Ingenious Media|Big Screen Productions|20th Century Fox,Chernin Entertainment,5,57,ok,200,
136797,Need for Speed,Need for Speed,2014-03-12,2014,3,Q1,outono,0,0,Scott Waugh,Aaron Paul|Dominic Cooper|Imogen Poots,DreamWorks Pictures|Reliance Entertainment|Bandito Brothers|Mark Sourian Productions|John Gatins Productions|Electronic Arts,DreamWorks Pictures,6,49,ok,200,
136799,Trolls,Trolls,2016-10-13,2016,10,Q4,primavera,0,0,Mike Mitchell,Anna Kendrick|Justin Timberlake|Zooey Deschanel,DreamWorks Animation,DreamWorks Animation,1,33,ok,200,
136835,No Good Deed,No Good Deed,2014-09-10,2014,9,Q3,primavera,0,0,Sam Miller,Idris Elba|Taraji P. Henson|Leslie Bibb,Will Packer Productions,Will Packer Productions,1,21,ok,200,
137093,Last Vegas,Last Vegas,2013-10-31,2013,10,Q4,primavera,0,0,Jon Turteltaub,Robert De Niro|Morgan Freeman|Michael Douglas,Gidden Media|CBS Films|Good Universe|Laurence Mark Productions|Outlaw Sinema|Mandate International,Gidden Media,6,28,ok,200,
137094,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014-01-15,2014,1,Q1,verao,0,0,Kenneth Branagh,Chris Pine|Keira Knightley|Kevin Costner,di Bonaventura Pictures|Paramount Pictures|Mace Neufeld Productions|Buckaroo Entertainment|Skydance Media,di Bonaventura Pictures,5,43,ok,200,
137106,The Lego Movie,The Lego Movie,2014-02-06,2014,2,Q1,verao,0,0,Phil Lord,Chris Pratt|Elizabeth Banks|Will Ferrell,Lin Pictures|Vertigo Entertainment|Village Roadshow Pictures|The LEGO Group|Animal Logic|Warner Animation Group|RatPac Entertainment,Lin Pictures,7,35,ok,200,
137113,Edge of Tomorrow,Edge of Tomorrow,2014-05-27,2014,5,Q2,outono,1,0,Doug Liman,Tom Cruise|Emily Blunt|Brendan Gleeson,RatPac Entertainment|Village Roadshow Pictures|VIZ Media|3 Arts Entertainment|Warner Bros. Pictures,RatPac Entertainment,5,43,ok,200,
137116,Smurfs: The Lost Village,Smurfs: The Lost Village,2017-03-23,2017,3,Q1,outono,0,0,Kelly Asbury,Demi Lovato|Rainn Wilson|Joe Manganiello,The Kerner Entertainment Company|Columbia Pictures|Sony Pictures Animation|LStar Capital|Wanda Pictures,The Kerner Entertainment Company,5,48,ok,200,
137321,Winter's Tale,Winter's Tale,2014-02-13,2014,2,Q1,verao,0,0,Akiva Goldsman,Colin Farrell|Jessica Brown Findlay|Russell Crowe,Weed Road Pictures|Village Roadshow Pictures|Warner Bros. Pictures|Marc Platt Productions,Weed Road Pictures,4,36,ok,200,
138103,The Expendables 3,The Expendables 3,2014-08-07,2014,8,Q3,inverno,1,0,Patrick Hughes,Sylvester Stallone|Jason Statham|Harrison Ford,Davis Films|Ex3 Productions|Fipex Holding|Lionsgate|Millennium Media|Nu Image Entertainment,Davis Films,6,42,ok,200,
138122,Student of the Year,Student Of The Year,2012-10-19,2012,10,Q4,primavera,0,0,Karan Johar,Sidharth Malhotra|Varun Dhawan|Alia Bhatt,Dharma Productions|Red Chillies Entertainment,Dharma Productions,2,22,ok,200,
138832,We're the Millers,We're the Millers,2013-08-07,2013,8,Q3,inverno,1,0,Rawson Marshall Thurber,Jennifer Aniston|Jason Sudeikis|Emma Roberts,New Line Cinema|Newman/Tooley Films|Bad Version|Slap Happy Productions|Heyday Films|BenderSpink,New Line Cinema,6,58,ok,200,
138843,The Conjuring,The Conjuring,2013-07-18,2013,7,Q3,inverno,1,0,James Wan,Vera Farmiga|Patrick Wilson|Lili Taylor,Evergreen Media Group|The Safran Company|New Line Cinema,Evergreen Media Group,3,31,ok,200,
139038,A Haunted House,A Haunted House,2013-01-11,2013,1,Q1,verao,0,0,Michael Tiddes,Marlon Wayans|Essence Atkins|Nick Swardson,Open Road Films|Endgame Entertainment|Wayans Bros. Entertainment|IM Global,Open Road Films,4,18,ok,200,
139455,Silent Night,Silent Night,2012-11-30,2012,11,Q4,primavera,0,1,Steven C. Miller,Malcolm McDowell|Jaime King|Donal Logue,Buffalo Gal Pictures|Ember Productions|The Genre Co.,Buffalo Gal Pictures,3,39,ok,200,
139567,Fire with Fire,Fire with Fire,2012-08-31,2012,8,Q3,inverno,1,0,David Barrett,Josh Duhamel|Bruce Willis|Rosario Dawson,Knightsbridge Entertainment|Industry Entertainment Partners|Grindstone Entertainment Group|Cheetah Vision|Mandalay Vision|Paradox Entertainment|Envision Entertainment|Voltage Pictures|Emmett/Furla Films,Knightsbridge Entertainment,9,35,ok,200,
140300,Kung Fu Panda 3,Kung Fu Panda 3,2016-01-23,2016,1,Q1,verao,0,0,Jennifer Yuh Nelson,Jack Black|Bryan Cranston|Dustin Hoffman,DreamWorks Animation|Oriental DreamWorks|Zhong Ming You Ying Film|China Film Group Corporation,DreamWorks Animation,4,35,ok,200,
140607,Star Wars: The Force Awakens,Star Wars: The Force Awakens,2015-12-15,2015,12,Q4,verao,0,1,J.J. Abrams,Daisy Ridley|John Boyega|Oscar Isaac,Lucasfilm Ltd.|Bad Robot,Lucasfilm Ltd.,2,99,ok,200,
140823,Saving Mr. Banks,Saving Mr. Banks,2013-11-29,2013,11,Q4,primavera,0,1,John Lee Hancock,Emma Thompson|Tom Hanks|Colin Farrell,Hopscotch Features|Walt Disney Pictures|Ruby Films|Essential Media and Entertainment|BBC Film,Hopscotch Features,5,37,ok,200,
140870,Minuscule - La Vallée des fourmis perdues,Minuscule: Valley of the Lost Ants,2013-11-17,2013,11,Q4,primavera,0,1,Hélène Giraud,John DeCantis|Suzy Wilson,Nozon|Futurikon|Entre Chien et Loup|Futurikon Production II|Mollywood,Nozon,5,2,ok,200,
141052,Justice League,Justice League,2017-11-15,2017,11,Q4,primavera,0,1,Zack Snyder,Ben Affleck|Henry Cavill|Amy Adams,Cruel & Unusual Films|Atlas Entertainment|Warner Bros. Pictures|RatPac Entertainment|DC Films,Cruel & Unusual Films,5,98,ok,200,
144336,Sabotage,Sabotage,2014-03-28,2014,3,Q1,outono,0,0,David Ayer,Arnold Schwarzenegger|Sam Worthington|Olivia Williams,Open Road Films|QED International|ASR Productions|Crave Films|Roth Films|Universal Pictures,Open Road Films,6,57,ok,200,
144340,Admission,Admission,2013-03-21,2013,3,Q1,outono,0,0,Paul Weitz,Tina Fey|Ann Harada|Ben Levin,Focus Features|Depth of Field,Focus Features,2,74,ok,200,
144789,Los amantes pasajeros,I'm So Excited!,2013-03-08,2013,3,Q1,outono,0,0,Pedro Almodóvar,Antonio Banderas|Penélope Cruz|Coté Soler,El Deseo,El Deseo,1,28,ok,200,
145135,Dark Skies,Dark Skies,2013-02-21,2013,2,Q1,verao,0,0,Scott Stewart,Keri Russell|Josh Hamilton|Dakota Goyo,Cinema Vehicle Services|Alliance Films|Automatik Entertainment|Blumhouse Productions,Cinema Vehicle Services,4,28,ok,200,
